smiles,formula,precusor_mz,level,mz
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,C12H2F20O4,588.9560928999999,1,39.005181472 118.9925661 168.98937254 218.98617898 280.98298542 330.97979186 480.97021118
