LMID,Frag_Num,mz,Frag_int,smiles
LMFA08020331,182,76.0067 76.0384 76.0699 76.1104 76.1346 76.1759 77.0224 77.0416 78.041 79.0535 81.0694 81.1423 82.0729 82.2638 83.0471 83.0848 83.2422 84.0878 85.0644 85.1004 86.1046 87.0792 87.175 88.0377 91.0608 93.0684 94.0488 95.0851 95.1463 96.0515 96.1555 97.0646 97.1006 97.1974 98.0656 98.1019 101.0598 102.0179 102.0718 103.0224 105.0396 105.0684 106.0463 107.0854 108.0799 109.0998 110.0704 110.1046 111.0817 111.1163 112.0766 112.1196 113.1325 114.1348 115.0788 115.1096 119.0819 119.9761 121.0682 121.101 121.1591 121.2639 122.1038 123.0843 123.1161 123.1711 124.1216 125.016 125.0947 125.1315 126.0946 127.0645 127.1111 127.1511 128.118 129.0906 129.1286 133.0981 135.116 136.121 137.1333 138.137 139.1103 139.1465 141.0909 141.1236 142.1316 143.1419 144.067 148.0886 149.132 150.1372 151.1084 151.1466 153.1258 153.165 155.0793 155.1408 157.1143 159.1162 161.1301 163.1474 164.1518 167.1399 167.1752 168.1354 171.141 177.1622 178.1672 179.073 179.1761 181.1574 182.1551 185.1485 186.1125 191.1819 193.1953 194.1988 194.9937 195.1705 199.1662 200.1539 201.095 203.1039 207.1109 209.1041 209.1878 213.1821 213.2225 215.1619 217.1958 218.0974 219.0473 219.2107 220.2148 223.1737 228.1638 228.2025 229.1982 230.244 237.1425 237.2213 237.995 238.2248 239.178 239.2256 239.2533 240.0882 240.1161 246.1156 248.1616 249.2212 254.2577 254.2794 258.2411 264.2263 265.2596 266.247 267.2561 268.2634 269.2509 270.2421 270.2762 271.2528 272.2185 273.1306 273.2112 275.1926 282.2862 284.2506 286.1794 294.2463 295.2465 310.2383 312.2541 313.2566 314.2621 315.2511 320.186 328.2543 329.2476 330.2632,0.1577 100 0.17873 0.14719 0.13668 0.20502 0.18924 2.497 0.31015 2.2867 4.8257 0.12616 0.35746 0.089366 0.70441 7.0914 0.084109 0.54145 0.11565 1.6033 0.25233 0.12091 0.084109 0.16296 0.16296 3.7481 0.1945 4.1686 0.073595 0.16822 0.12616 1.924 9.7934 0.13142 0.46786 0.27335 0.23656 0.78852 0.089366 0.15245 0.44683 0.1945 0.389 3.4642 0.17873 3.5273 0.20502 0.13668 1.6664 4.1581 0.86737 0.72544 0.18399 0.25758 0.33118 0.3522 0.099879 0.12616 0.13142 9.9459 0.063082 0.13142 1.2406 0.28912 3.5273 0.12091 0.38375 0.27335 1.6349 1.2038 0.56773 0.22604 0.34695 0.44157 0.389 0.14193 0.22079 0.31015 7.2807 1.0093 2.9543 0.33643 0.73069 1.3563 0.20502 0.2313 0.11565 0.1945 0.45734 0.17347 2.907 0.24181 0.22604 0.75172 0.34169 0.36272 0.18399 0.23656 0.16296 0.16822 0.20502 1.1933 0.19976 0.094622 0.16296 0.18399 0.14719 0.75698 0.53094 0.13142 0.13142 0.49414 0.1945 0.17347 0.14719 0.45208 1.0829 0.12616 0.084109 0.34169 0.21027 0.19976 0.17873 0.13142 0.18924 0.17873 0.17347 0.13142 0.2681 0.099879 0.22604 0.11039 0.16822 16.7955 4.0214 0.12091 0.17873 0.68338 0.10514 0.10514 0.2681 17.7522 0.094622 5.8088 0.14719 0.14193 0.12616 0.089366 0.14193 0.21553 0.13668 0.1945 0.20502 0.19976 0.099879 0.25233 0.28387 2.1921 0.8516 0.11039 0.20502 0.45734 0.11039 0.2313 0.099879 0.14193 0.073595 0.1577 0.21027 0.11565 0.19976 0.56248 0.52042 0.20502 50.5598 12.9002 0.82532 0.099879 0.12091 0.20502 0.43106 4.2107,CCCCCCCCCCCCCC(O)CC(=O)NCC(=O)O
LMFA08020350,40,55.0549 57.0706 58.3409 69.0703 71.086 71.1669 74.1918 81.0704 83.0857 85.1014 89.0601 91.0489 91.0546 95.0858 105.0702 109.1012 124.3895 132.0806 133.0859 134.0607 141.0001 148.0756 156.3532 160.0755 169.032 177.1019 184.3551 187.0856 188.07 205.0963 219.0457 348.4605 357.1433 359.2032 368.389 373.2203 394.4071 509.4454 510.4303 527.4579,0.16102 1.1225 0.13745 0.24824 0.93394 0.14414 0.16783 0.15585 0.31227 0.25303 1.3786 0.2184 5.5191 0.36853 1.6894 0.28828 0.167 0.69115 0.70265 0.15888 0.33569 0.2315 0.1806 100 0.22161 7.1935 0.1837 0.23666 0.72638 0.20606 0.2604 0.14916 0.17334 0.25278 0.68616 0.68587 0.63881 0.19184 5.1587 0.678,CCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCc1c[nH]c2ccc(O)cc12
LMFA08020351,33,55.0552 57.0704 67.0548 69.0702 71.0858 71.1702 81.0701 83.0857 84.3055 85.1015 88.1389 91.0546 95.0859 97.1014 107.086 109.1011 115.054 117.0573 121.22 123.1164 132.0807 133.0644 134.0601 148.0761 160.0754 162.0913 177.102 188.0701 340.3578 366.3721 481.418 482.3985 499.4247,0.071596 0.33741 0.092017 0.25171 0.24749 0.062243 0.28722 0.1021 0.06313 0.29377 0.056497 0.097644 0.29161 0.099543 0.061124 0.12126 0.13327 0.094388 0.067868 0.10082 0.65766 0.075504 0.13289 0.43718 100 0.13422 7.2117 0.56327 0.55238 0.54917 0.078715 5.7047 1.1299,CCCCCCCCCCCCCCCCCCCCCC(=O)NCCc1c[nH]c2ccc(O)cc12
LMFA08020365,14,100.1099 103.0068 103.0531 105.0663 106.0703 107.0869 109.1014 110.063 111.0643 115.118 123.1202 131.0886 148.1182 151.1066,44.2623 19.1922 21.8849 25.7267 12.4454 6.041 100 37.4575 17.4234 3.4955 5.5065 17.8298 5.5465 2.9359,CCCCCC=CC=CC(=O)NCC(C)C
LMFA08020365,33,100.0761 100.112 101.1183 103.0052 105.0705 107.0852 108.0838 109.0661 109.1017 110.0669 112.0766 113.0815 113.1113 116.1071 121.1016 123.1183 125.0824 126.0951 127.1336 128.143 133.1027 136.0904 140.1046 140.1448 142.1243 150.1327 151.1113 154.1236 155.1232 156.1317 168.1394 196.2052 224.2036,1.8859 8.7237 1.5566 1.036 8.3023 9.4865 3.5225 12.5015 35.8218 2.7377 8.5636 3.7728 1.4605 1.1221 1.2252 29.3243 2.2663 3.7538 2.1662 1.0981 14.5926 1.4084 2.2352 1.6186 1.4484 5.044 27.3153 5.5275 1.6967 1.1051 49.3714 2.2793 100,CCCCCC=CC=CC(=O)NCC(C)C
LMFA08020365,5,109.1001 123.1172 151.1105 168.1369 224.201,1.6497 1.1882 3.1091 4.1211 100,CCCCCC=CC=CC(=O)NCC(C)C
LMFA08020365,10,100.1108 105.0672 106.0595 107.0792 108.0854 109.0645 110.0563 115.0538 122.0987 126.0891,57.5886 79.3233 28.2713 29.7227 22.981 100 35.4975 23.5576 17.9009 12.3584,CCCCCC=CC=CC(=O)NCC(C)C
LMFA08020365,25,100.0739 100.1113 105.0695 107.0831 109.0629 109.0993 111.0688 112.0742 114.0927 121.083 122.0955 123.116 124.0739 124.1091 126.0919 128.1061 133.1 135.0789 140.1046 150.1256 151.1123 154.1234 156.1726 168.1365 224.201,1.1341 9.1542 8.1001 8.0941 15.4374 31.8308 1.2563 12.1231 2.2142 1.6497 2.6527 17.1532 1.2272 1.017 8.5325 3.9109 6.1942 1.1952 4.8108 4.1461 16.4555 10.4595 3.4825 36.8008 100,CCCCCC=CC=CC(=O)NCC(C)C
LMFA08020365,4,109.0984 151.1095 168.1372 224.1984,1.1391 3.048 3.2492 100,CCCCCC=CC=CC(=O)NCC(C)C
LMFA08020365,87,70.0629 72.0436 73.0486 77.0376 79.0533 80.0491 81.0329 81.0689 82.035 82.0473 82.0717 83.0344 83.0496 83.0684 83.0865 84.0441 84.0791 85.0505 86.0553 91.054 92.0541 93.0701 94.0404 94.0627 95.0487 95.086 96.0441 96.0874 97.0617 98.0595 99.0702 100.0769 100.1121 101.1179 103.0534 105.0704 106.1335 107.0827 107.1505 108.0762 109.0638 109.1015 110.0593 110.1002 112.078 112.1162 114.0174 116.0631 119.0667 121.0871 123.1168 124.0738 124.1159 125.0818 126.0905 126.1275 127.0944 128.1049 129.0717 131.0888 133.101 134.1054 139.0963 140.102 141.1475 142.1245 150.1283 151.1113 152.1073 153.1105 154.1213 156.1745 167.1287 168.0611 168.1381 169.0022 169.1404 170.1584 171.058 178.1605 182.1449 182.1975 183.16 195.1598 196.2008 205.06 224.2012,0.78865 2.0318 0.2366 0.2005 5.8026 1.0694 15.2972 11.4756 0.48121 0.34353 1.8767 0.24061 1.9743 0.19783 0.55741 2.9207 0.73118 0.88356 0.23526 2.8151 0.62558 0.65097 0.66701 1.1683 7.6687 1.5158 3.3752 0.33685 0.83009 9.2045 0.78598 0.68038 2.4502 0.26066 0.20986 1.3661 0.31279 0.77796 0.034754 0.23259 1.6508 5.3909 0.61756 0.81673 2.8565 0.14837 0.080202 0.21521 0.1604 0.32615 4.7841 1.0105 0.4879 1.0252 2.4782 0.26467 0.19917 0.54537 0.27402 0.43443 2.0291 0.7793 0.23125 0.20852 0.22189 0.50661 1.8754 12.033 1.9516 0.090896 2.771 1.2525 0.60553 0.15105 22.0462 0.13367 1.6976 0.14971 0.025397 0.15372 0.49191 0.34353 0.19783 0.19917 0.17912 0.30076 100,CCCCCC=CC=CC(=O)NCC(C)C
LMFA08020370,95,50.0155 51.0233 51.1226 53.0389 54.0422 55.0181 55.0545 55.13 56.0579 57.0339 57.0702 57.1676 57.1731 58.1646 60.1148 63.014 64.0141 64.018 65.0387 65.2174 67.0523 67.0543 68.0577 68.177 69.07 70.0714 70.1821 72.0445 73.0648 77.0364 77.0386 78.0465 79.0542 80.0168 80.0576 81.0335 81.0699 82.0368 82.0733 83.0491 83.0855 84.0445 84.0522 86.2295 89.0117 89.0613 91.0542 92.0576 92.0607 93.0699 93.085 94.07 94.0732 95.0492 95.0855 95.1258 96.0525 96.0887 97.065 97.1011 98.0601 102.0462 103.0542 104.0576 105.0405 105.0699 106.0424 107.0857 109.0648 109.1012 110.0767 110.0874 110.0958 110.1301 112.1345 119.0856 120.0578 120.0627 121.0648 122.0057 122.0637 122.0681 123.0715 123.0807 126.0457 132.0539 132.1189 133.1013 147.2091 152.1065 153.187 160.0586 164.1826 197.2237 255.0725,0.05735 1.1662 0.028776 36.0985 1.3179 6.5357 17.9192 0.021567 0.22393 0.046655 0.20264 0.019343 0.031484 0.028831 0.015246 0.020097 0.028012 0.033079 0.78983 0.031249 0.044174 15.9307 0.23609 0.023703 3.5992 0.027997 0.016439 0.028236 0.13542 0.027432 2.6952 0.053417 7.8778 0.023636 0.077654 35.7667 9.2725 1.3399 0.1208 3.4873 0.16317 0.028399 0.031917 0.020507 0.015132 0.030533 32.5575 1.9606 0.024614 42.4539 0.019104 0.028664 2.8172 19.6754 6.4459 0.030149 0.77161 0.11366 0.021391 0.47218 0.093957 0.0436 37.0898 2.8971 0.033987 2.0199 0.032102 0.076488 0.48102 0.51993 0.034686 0.02705 0.018317 0.026868 0.030149 1.0498 0.026291 0.023705 100 0.032053 0.026135 7.7695 0.034359 0.031367 0.023702 0.022799 0.026809 0.028548 0.023764 0.03059 0.032189 0.027476 0.03336 0.027785 0.034201,CCCCCCCC=CC=CC(=O)NCCc1ccc(O)cc1
LMFA08020370,133,50.0155 51.0232 51.0751 52.1071 52.1087 53.0375 53.0389 53.0403 54.0422 54.1229 55.0181 55.0545 56.0579 56.1161 56.1207 57.0338 57.0701 59.0494 60.1397 61.1637 62.077 62.1397 62.1749 63.0864 65.0387 67.0543 67.2256 68.0577 69.07 70.1673 71.0491 71.0856 73.0648 73.0669 73.0803 74.018 74.1708 75.075 77.0387 78.002 78.0665 78.1002 79.0542 80.0575 80.1737 80.2453 81.0335 81.0699 81.0725 82.0368 82.0732 83.0491 83.0855 83.1286 84.0523 85.1682 89.0401 89.0441 89.1581 90.0854 91.0542 91.1586 92.0575 92.1371 92.1595 93.0699 93.1254 94.0295 94.0733 94.0961 95.0492 95.0855 95.0889 96.0525 96.089 97.0648 97.1012 98.06 98.1046 100.0956 103.0542 103.1361 104.0575 105.0699 106.1451 107.0855 108.2344 109.0648 109.1012 110.101 110.1045 111.0805 112.0755 117.1492 118.1949 119.0856 120.0575 120.089 121.0648 121.1011 122.0681 123.0804 123.1164 124.0749 133.1012 133.1364 135.1167 137.0454 137.0963 137.1323 144.0193 151.1483 157.0982 158.0089 161.1324 163.9966 166.0062 179.143 180.1461 182.0602 183.0622 183.0843 194.2129 196.1697 199.0237 219.072 222.1857 233.142 233.1853 249.2124 263.1094 266.1049 270.1755,0.016407 0.016759 0.017013 0.019382 0.017257 0.02441 9.2481 0.032693 0.086711 0.011448 4.7751 15.6677 0.25934 0.022886 0.0147 0.069809 0.63444 0.12854 0.016623 0.010492 0.015792 0.01326 0.014683 0.013879 0.044549 8.6298 0.022042 0.14369 4.3131 0.010192 0.12476 0.063447 2.111 0.018906 0.027804 0.013047 0.01378 0.014889 0.050149 0.018181 0.018402 0.016994 9.6694 0.25095 0.014782 0.017624 39.3093 8.7818 0.023713 1.7884 0.18836 5.5396 1.5246 0.016639 0.009874 0.016376 0.017503 0.015269 0.020177 0.010669 6.6127 0.017066 0.20306 0.023063 0.016752 14.2159 0.012238 0.013592 0.76442 0.018875 16.7992 9.5691 0.030247 0.59002 0.34504 0.65269 9.8106 0.14566 0.49843 0.011181 4.5526 0.014335 0.073712 3.0342 0.010427 2.5983 0.01062 1.9853 2.666 0.009784 0.037154 0.022097 0.01323 0.013629 0.014555 3.7263 0.014461 0.037168 100 0.46303 7.857 1.1705 0.023163 0.013756 0.76116 0.017066 0.17092 0.010725 0.14645 0.024436 0.024222 0.014347 0.013026 0.019984 1.1702 0.012961 0.011169 2.066 0.013163 0.017449 0.016658 0.014281 0.01505 1.4642 0.0151 0.01614 0.12682 0.016414 0.020902 0.011472 0.014076 0.016193 0.012869,CCCCCCCC=CC=CC(=O)NCCc1ccc(O)cc1
LMFA08020370,143,50.0137 50.0321 51.152 52.1079 52.9994 53.0389 54.0423 54.0667 55.0181 55.0545 55.0586 56.0579 56.1939 57.0338 57.0702 58.0772 59.0494 60.1029 60.1106 63.9921 65.0389 67.0543 68.0162 68.0577 68.2394 69.0029 69.0335 69.0679 69.07 69.0945 70.0733 71.0492 71.0856 71.1716 73.0626 73.0648 73.1062 74.0682 76.0211 77.0387 78.1454 79.0542 80.0576 80.1699 80.2315 81.0335 81.0699 82.0368 82.0393 82.0732 83.0491 83.0855 84.0525 84.0891 85.0648 86.1581 88.026 91.0542 91.0573 92.0576 93.0699 94.0732 95.0492 95.0855 96.0525 96.0889 96.1238 97.0648 97.0823 97.1012 98.0599 98.1045 98.1871 99.0804 100.0757 103.0542 105.0661 105.0699 106.0733 107.0855 108.0888 109.0648 109.1012 110.0681 110.1046 111.0805 112.0755 116.1201 117.0697 119.0856 119.9948 120.0889 121.0648 121.1012 122.0681 122.0893 122.1046 123.0804 123.1168 124.0839 124.1366 124.9952 128.0737 128.1434 130.0395 131.1967 133.1012 134.1043 135.1168 135.2236 136.0756 137.0961 137.1325 138.0914 138.0994 143.096 151.111 151.148 156.159 160.1072 161.1324 162.1358 164.0704 166.1756 167.0341 169.1451 172.1866 173.1831 179.1429 180.1463 196.1696 197.1731 202.0503 202.0765 215.0529 220.1175 222.1853 229.1752 274.0875 282.0562 283.0741 298.085 316.2269,0.008605 0.012182 0.01129 0.00949 0.011491 4.5989 0.022362 0.007873 4.3877 13.733 0.010253 0.35231 0.007737 0.52796 1.1132 0.010503 0.60132 0.008277 0.00775 0.006984 0.025113 8.2031 0.009443 0.24286 0.014056 0.008262 0.057125 0.034915 5.321 0.013474 0.06296 0.89849 0.22501 0.013466 0.015372 6.8621 0.013088 0.089093 0.006324 0.072865 0.013248 18.1339 0.88102 0.007692 0.014159 38.2687 11.0774 1.7425 0.010342 0.44858 9.2468 2.5125 0.2916 0.00953 0.52738 0.014949 0.009899 5.2043 0.047539 0.13298 10.4887 0.58418 34.0653 14.5405 1.9319 1.0109 0.006915 1.6233 0.014153 27.1485 0.02259 1.8255 0.008622 0.31825 0.016766 1.1914 0.030933 6.1537 0.313 9.9422 0.64321 3.9224 4.5334 0.067788 0.1606 0.34852 0.008088 0.010304 0.048084 8.8869 0.007081 0.68184 100 3.0474 7.8886 0.014823 0.15979 3.0824 0.17465 0.085813 0.011045 0.013818 0.014095 0.013733 0.008943 0.011327 3.1859 0.037003 1.4214 0.007694 0.019445 1.3228 0.35575 0.90058 0.007397 0.009428 0.007434 0.29806 0.009913 0.009674 8.4556 1.0572 0.080375 0.013124 0.009202 0.01172 0.012982 0.013143 35.3032 4.2314 4.9079 0.3782 0.008562 0.014258 0.009589 0.01582 0.97318 0.008584 0.012486 0.008888 0.012324 0.012375 8.2755,CCCCCCCC=CC=CC(=O)NCCc1ccc(O)cc1
LMFA08020370,16,55.0547 67.0545 79.0546 81.0336 81.0701 91.0543 93.0697 95.0492 95.0856 97.1012 121.0648 161.1329 164.0709 179.1437 196.1694 316.227,8.5714 8.2143 5.7143 10.3571 13.9286 5.7143 8.2143 15.7143 13.5714 10.3571 100 8.2143 6.0714 18.9286 12.8571 57.1429,CCCCCCCC=CC=CC(=O)NCCc1ccc(O)cc1
LMFA08020370,95,72.0184 72.044 72.0796 73.0632 76.1895 77.0377 78.043 79.0523 80.0579 81.0322 81.0698 82.0363 82.0677 83.0491 86.0664 87.0629 91.0546 92.0586 93.0697 93.171 94.0713 95.0496 95.0852 95.2026 96.0531 96.0865 97.0636 97.1007 98.0595 98.1033 99.063 102.046 103.0538 103.1018 104.0565 105.0692 106.0148 106.0495 107.0487 107.0863 108.0871 109.0661 109.1025 110.1032 111.0815 112.0794 112.1697 113.0945 114.2014 115.196 119.0485 119.0861 120.037 120.0558 121.0136 121.0643 121.1013 121.1252 121.1964 122.0681 123.0048 123.0798 123.1216 123.2131 126.0908 128.1403 133.101 134.1081 135.042 135.1166 136.0753 136.1218 137.0848 137.1377 138.09 144.0764 147.083 152.1487 161.1327 162.1384 174.0859 178.1627 179.1425 180.1469 189.2093 196.1701 197.1746 222.1855 223.1855 232.0172 232.1322 237.1879 274.2249 288.2314 316.227,0.1046 0.23013 0.16898 0.24542 0.14725 3.5911 0.41198 1.2319 0.16898 7.2909 2.9281 0.11265 0.12874 1.1144 0.076442 0.18668 14.618 1.2818 22.0457 0.15047 1.1378 9.0491 3.0279 0.11507 0.66705 0.28404 0.25346 1.079 0.49808 0.16817 0.1392 0.45785 38.0453 0.056325 2.8927 0.78614 0.077246 1.7083 0.12392 1.4234 0.10782 0.42968 1.0959 0.13679 0.16173 0.51095 0.1392 0.1392 0.052302 0.15449 0.34278 1.5489 0.15288 0.75556 0.49647 100 0.55682 0.078051 0.043451 6.4155 0.042646 0.66786 0.3629 0.054716 0.23978 0.21565 0.56889 0.11104 0.12713 0.51658 0.54153 0.14805 0.38301 0.12874 0.49084 0.10621 0.12311 0.12633 3.1719 0.19714 0.092534 0.044256 24.8765 2.5387 0.15208 2.6682 0.44014 1.4403 0.19392 0.054716 0.12633 0.061153 0.11748 0.11507 34.4124,CCCCCCCC=CC=CC(=O)NCCc1ccc(O)cc1
LMFA08030001,70,46.0289 51.1981 55.0168 59.0475 64.0509 66.1274 67.9888 71.0117 73.0278 73.0644 75.019 79.9889 80.0004 81.0328 81.0691 83.0338 83.0482 83.0848 84.0438 85.0277 85.1006 87.023 87.042 87.0793 91.054 93.0694 95.085 96.0523 97.0643 97.1003 98.06 99.0438 99.0555 102.0545 104.0574 105.0692 105.1634 107.0849 109.0649 109.1009 110.1044 111.0427 111.0814 111.1172 113.0587 114.0663 117.055 119.0848 121.1009 127.0746 137.0934 140.0355 141.091 152.0825 155.0607 155.1058 155.1417 161.1317 165.0317 169.0836 182.2021 184.0102 191.0884 197.1534 198.1564 198.174 206.0369 206.2048 241.0224 252.0272,0.18777 0.17788 0.92895 0.46447 0.23718 0.18777 0.17788 100 1.8184 0.66212 0.504 0.24706 0.36565 5.0005 79.8103 0.36565 2.5497 5.0894 59.7292 13.9144 59.0177 0.30635 0.61271 0.28659 1.3934 3.3304 50.7758 0.32612 1.4527 1.2452 6.8287 5.4353 0.29647 84.9195 0.28659 0.82024 0.36565 0.48424 0.3953 0.96847 0.49412 0.40518 0.38541 0.27671 5.8504 0.23718 0.31624 0.59294 0.34588 0.96847 0.336 0.21741 0.37553 0.20753 0.27671 0.18777 1.2847 0.38541 0.3953 0.17788 0.23718 0.18777 0.17788 32.0882 3.696 0.3953 0.23718 0.23718 0.31624 0.18777,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030001,35,68.0492 68.0583 71.0115 73.0631 81.0692 84.0439 85.0276 85.1007 87.0802 95.085 97.1005 98.0596 99.0429 102.0546 104.0587 113.0585 126.0541 137.1327 155.1423 197.1531 198.1565 199.1585 228.197 238.1792 239.1824 240.1952 241.1989 252.1952 253.1981 256.1903 257.1938 270.2061 280.1902 281.1945 298.2011,0.10275 0.11944 1.6761 0.15669 9.5774 4.1022 0.68713 7.814 0.11559 6.7634 0.33907 10.6447 0.19908 100 0.21706 0.25173 0.32623 0.47264 7.0434 78.9905 10.6884 0.37246 0.2132 1.355 0.25173 6.6825 1.0223 2.5045 0.36989 1.2728 0.22091 1.4218 1.4321 0.26329 3.0388,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030001,19,71.0852 84.044 95.0853 98.0594 102.0544 104.0588 155.1428 197.1532 198.1568 240.1955 241.1985 252.1963 253.2005 256.1905 257.1958 270.2062 280.1907 281.1926 298.2009,0.10162 0.41419 0.11448 1.6471 46.5624 0.12348 0.36338 24.7739 2.734 2.4722 0.26562 0.92613 0.21352 1.7133 0.24311 6.589 1.332 0.25661 100,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030001,85,53.039 55.0545 56.0497 57.0336 57.053 57.0701 58.0733 67.0543 68.0496 68.0576 68.9971 69.0699 70.0287 71.0127 71.0493 71.0855 72.0889 74.0236 74.0599 75.0632 79.0542 81.0334 81.0698 81.0747 82.0731 83.0855 84.0443 85.0283 85.0477 85.0646 85.101 86.1045 91.0543 93.0698 95.0854 96.089 97.0649 97.1012 98.0599 99.0442 99.0633 102.0548 103.0518 103.0581 103.0686 107.0852 109.065 109.101 113.0595 126.0549 127.0751 130.0656 137.1236 137.1322 146.0601 154.0637 155.1428 156.1467 158.0598 159.0677 162.055 172.0761 183.0676 184.0755 185.0832 186.09 196.0765 197.1534 198.0918 198.1567 210.0917 228.1969 238.1815 240.1953 240.2174 241.2001 252.1957 253.1998 256.1898 257.1939 258.1494 270.2061 280.1901 281.1944 298.2047,0.23878 1.9161 29.9678 0.31908 0.96145 12.1507 0.56103 3.9016 0.18784 0.32543 0.55607 2.6808 0.63894 4.0129 0.37023 13.8742 0.60661 7.4656 25.5929 0.87567 0.51897 0.37619 7.8869 0.39391 0.57683 0.83082 4.7645 1.017 0.21701 0.37203 6.0609 0.31803 0.28627 0.7476 8.8042 0.63434 0.41278 0.39508 7.327 0.71022 0.24307 100 0.32378 3.9144 0.19875 0.34261 0.30694 0.46771 1.194 0.49358 0.47187 0.263 0.25549 1.4955 0.26488 0.23763 11.6259 1.3719 0.39503 0.76144 0.31167 0.43557 0.29178 3.5613 2.048 0.31275 0.7928 60.4005 0.50281 8.2475 0.29859 0.26844 0.59993 4.7273 0.28445 0.75212 1.9565 0.50153 2.1825 0.35995 0.24156 3.7066 1.6915 0.30472 22.1435,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030002,5,57.0319 71.0481 84.08 85.0286 145.9884,6.8404 100 7.8176 38.1107 9.1205,CCCC(=O)NC1CCOC1=O
LMFA08030002,6,57.0325 71.0483 84.0439 85.0281 102.0546 154.0856,0.29063 100 4.7065 3.3341 24.4773 2.4461,CCCC(=O)NC1CCOC1=O
LMFA08030002,16,56.049 70.0411 71.0482 74.0594 77.0233 84.0445 85.0276 91.9848 102.0548 109.0656 117.0913 144.102 152.0357 154.0855 155.0885 172.0962,1.1827 0.22176 100 16.1499 0.10116 0.46687 0.34626 0.11672 45.9674 0.1245 0.24511 2.7973 0.39295 6.8825 0.54468 41.6333,CCCC(=O)NC1CCOC1=O
LMFA08030003,22,57.0318 66.0919 68.0574 68.1193 69.0334 70.0282 71.0121 71.0483 73.0164 73.0523 74.023 74.0594 75.0806 84.0437 85.028 86.0476 95.0471 97.0251 98.0595 102.0546 113.0598 114.0632,1.6208 0.56028 0.62031 0.30015 1.4907 2.061 14.7174 91.5258 0.52026 0.50025 100 78.2691 0.2101 22.7714 5.7129 0.47024 0.36018 0.24012 1.4107 17.3787 4.3822 1.0805,CCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030003,20,57.0448 71.0482 84.0438 85.0281 85.0653 98.0593 99.0647 102.0547 104.0589 113.0595 114.0625 126.055 154.0863 156.1014 157.1051 168.1016 169.1047 186.1116 196.0967 214.1076,0.1018 100 5.2129 1.1053 0.11473 4.0688 0.16644 54.8841 0.38135 14.7079 0.88551 0.29571 0.39913 1.5448 0.15513 1.8955 0.22138 0.93884 1.157 0.5995,CCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030003,18,71.0483 74.023 84.0441 98.0599 102.0548 104.0584 113.0595 114.0626 126.0547 156.1014 157.1047 168.1021 169.1049 172.0966 186.1121 196.097 197.1005 214.1073,14.5518 0.59932 0.41365 1.5806 100 0.32434 11.3084 0.59815 0.1751 2.8626 0.17157 2.5301 0.26088 0.37957 13.7363 3.1071 0.30319 61.0628,CCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030003,31,50.0883 56.0496 57.0336 57.0529 67.0543 70.0284 71.0126 71.049 72.0522 74.0235 74.0599 75.0632 84.0442 84.0492 85.0283 95.0486 98.0597 102.0547 103.0517 103.058 113.0594 114.0628 126.0547 145.9896 154.0857 156.1016 168.1015 173.9842 186.1122 196.0962 214.107,0.18743 22.6282 0.51322 0.65626 1.1622 0.25415 0.98865 32.9574 1.2261 9.3221 22.5487 0.72815 7.3155 0.49365 1.3545 0.38321 5.0904 100 0.51436 4.6624 35.4296 2.3115 0.65908 0.38653 0.30953 3.1176 3.0893 2.7796 1.9094 1.5031 3.0976,CCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030004,40,52.0762 55.0163 55.0537 57.0325 67.0173 68.9966 69.0695 70.0282 70.1232 71.0122 71.0849 73.0276 74.0231 74.0594 75.0194 75.0557 76.0269 79.0536 81.0324 81.0697 83.0479 83.0862 84.0441 85.0285 86.0479 91.0544 93.0702 95.0488 95.085 97.0611 98.0604 98.0959 99.0438 99.08 102.0545 113.0599 139.1474 141.0904 142.0241 142.0956,0.16259 0.2642 1.0009 2.0171 0.26928 11.5029 1.5547 2.4489 0.1575 18.6465 100 0.3963 67.3407 83.0708 0.24388 0.36582 0.28961 0.54873 1.5293 1.7529 0.35057 0.32517 17.6049 5.1468 0.18291 0.18799 0.6351 0.30993 2.7436 0.23372 1.8596 0.11178 2.7182 6.7879 17.1426 0.58429 0.11686 3.2568 0.12194 0.23372,CCCCCC(=O)CC(=O)NC1CCOC1=O
LMFA08030004,31,67.0538 68.049 68.9968 69.0694 70.0287 74.023 74.0593 81.0338 81.0692 84.044 85.0279 94.0403 95.0849 97.0639 98.0599 99.0802 102.0547 127.058 141.0901 142.0946 172.1317 182.1172 184.1327 185.1373 196.1321 197.1356 200.0547 200.1274 214.1434 224.1283 242.1389,0.45143 0.29173 0.49615 0.36412 0.48124 7.8383 79.7645 0.20655 0.34709 5.826 1.1137 0.10647 0.61113 0.11925 8.8795 69.3114 100 0.16609 16.7859 1.7695 0.17248 1.1456 5.4299 0.60262 3.2942 0.3407 0.11499 0.59197 1.5033 1.201 1.4778,CCCCCC(=O)CC(=O)NC1CCOC1=O
