O=C(O) CNS(=O)(=O) C(F)(F)C(F)(F) O C(F) (C(F)(F)F) C(F)(F) O C(F) =C( F) F
Oc1c( C(F)(F)C(F)(F) C(F)(F)F)cc2 nc( C(F)(F)C(F)(F) C(F)(F)F) oc2c1 O
O=C( C(F)(F)F) C(F)(F) O C(F)( C(=O)N1 CCC(O) CC1) C(F)(F)F
OC( Cl) C(F)(F) C(F) C(F)(F) C(F)( Cl) C(O) (F)F
CCN C(O) CC(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)F
FC(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F) c1cccs1
O=C( c1ccccc1) C(F)(F)C(F)(F) C(F)(F) C(=O) c1ccc(O)c(O) c1
O=C( C(O) (F) Cl) C(F)(F) C(F)(F)F
F C(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F) C(F) F
N N=C(N NC(=O)c1ccc( Cl) c(O)c1 O) C(F)(F)C(F)(F) C(F)(F)F
N CC(=O) CC(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)F
O C(F)( C(F)F) C(F)(F) C(O) (F) C(F)(F) C(F) =C( F) F
N=C( CC(=O) CO) C(F)(F)C(F)(F) C(F)(F)F
O CCCCCCCCCCCCCCCC CC(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)F
OC1 O C(F)( Cl) C1 (F)F
O c1cc(O) c2c(c1) = CC( C(F)(F) C(F)(F)F) OC = 2
CN(C(=O) c1ccc(Cl)cc1 F) c1ccccc1F
O=C(N CCN Cc1ccccc1) C(F)(F)C(F)(F) C(F)(F)F
C= CCOCC (O C(=O)O) C(=O) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)F
CC( C=O) C(=O)OCC (O) CC(F)(F) C(F)(F)C(F)(F) C(F)(F) C(F) (C(F)(F)F) C(F)(F)F
CCN( CC(O) CS(=O)(=O) O) S(=O)(=O) C(F)(F)C(F)(F) C(F)(F) C(F)(F)F
CC c1c( C(=O)O) ccc( C(F) (C(F)(F)F) C(F)(F)F)c1 S(=O)(=O) C(C)(C)C
O=C(O) c1c(NC(=O) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F) C(O) F) sc2c1 CCC( CO) C2
C=CC(=O) OCC N(C) S(=O)(=O) CC(F)(F) C(F)(F)C(F)(F) C(F)(F)C(F)(F) C(F)(F)F
O=C1 C( C2 CO 2)CC1 (F)F
CC(C)( CO) O OC(=O) C(F)(F)C(F)(F) C(F)(F)F
